eBike,Pos,No.,Name,Team,Class,Time,Behind,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Stage 1  : Best,,Run 1,Run 2,Run 3,Run 4,Run 5,,Stage 2: Best,Run 1,Run 2,Run 3,Run 4,,,Stage 3: Best,,,,,,,,,,,,,,,,,,
0,80th,266,Rhys Jordan, ,Manual | Male U16,05:34.5,+1:02.04,02:16.5,02:03.6,02:03.9, , , ,02:03.6,83rd,+0:26.09,02:30.6,02:23.6,02:19.2, , ,02:19.2,75th,+0:24.96,01:14.4,01:11.7, , ,01:11.7,76th,+0:13.23,,,,,,,,,,,,,,,,
0,81st,204,Alyn Pawlin, ,Manual | Male Master,05:34.6,+1:02.11,02:10.8,02:01.7, , , , ,02:01.7,75th,+0:24.15,02:21.2,02:20.2, , , ,02:20.2,79th,+0:25.95,01:12.7, , , ,01:12.7,87th,+0:14.25,,,,,,,,,,,,,,,,
0,82nd,224,Chris Edmunds,Ace bicycles,Manual | Male Master,05:34.7,+1:02.25,02:14.7,02:04.6, , , , ,02:04.6,86th,+0:27.10,02:32.9,02:19.8,02:16.4, , ,02:16.4,60th=,+0:22.10,01:14.7,01:13.7, , ,01:13.7,95th,+0:15.29,,,,,,,,,,,,,,,,
0,83rd,252,Alex QuintrellInstagramStrava,RLC MTB Enduro Team,Manual | Male Hardtail,05:36.6,+1:04.19,02:18.2,02:03.1, , , , ,02:03.1,80th,+0:25.54,02:27.0,02:20.9, , , ,02:20.9,82nd,+0:26.60,01:19.6,01:12.7, , ,01:12.7,88th,+0:14.29,,,,,,,,,,,,,,,,
0,84th,259,Alex Evans,Built Bikes,Manual | Male Master,05:36.9,+1:04.45,02:10.4,02:07.6,02:02.4, , , ,02:02.4,77th,+0:24.89,02:24.2,02:27.4,02:22.0, , ,02:22.0,87th,+0:27.70,01:15.3,01:12.6, , ,01:12.6,85th,+0:14.10,,,,,,,,,,,,,,,,
0,85th,235,Craig Rees, ,Manual | Male Veteran,05:37.3,+1:04.85,02:15.7,02:06.1,02:11.4, , , ,02:06.1,93rd,+0:28.59,02:31.8,02:25.1,02:20.1, , ,02:20.1,78th,+0:25.81,01:11.1, , , ,01:11.1,68th=,+0:12.69,,,,,,,,,,,,,,,,
0,86th,278,Alexander RiddleInstagram, ,Manual | Male Master,05:40.1,+1:07.65,02:22.2,02:07.4,02:09.9, , , ,02:07.4,103rd,+0:29.85,02:33.9,02:27.2,02:20.0, , ,02:20.0,77th,+0:25.71,01:13.6,01:31.3,01:12.8, ,01:12.8,89th,+0:14.33,,,,,,,,,,,,,,,,
0,87th,160,Stephen Wilkinson,Team Manic,Manual | Male Grand Vet,05:40.6,+1:08.15,02:29.9,02:02.3,02:03.1, , , ,02:02.3,76th,+0:24.79,02:24.6, , , , ,02:24.6,95th,+0:30.35,01:13.7, , , ,01:13.7,93rd=,+0:15.25,,,,,,,,,,,,,,,,
0,88th,334,Noel Toogood,LA234,Manual | Male Grand Vet,05:40.7,+1:08.26,02:11.2,02:05.2,02:05.8, , , ,02:05.2,91st,+0:27.69,02:36.0,02:26.6,02:23.8,02:22.9, ,02:22.9,89th,+0:28.61,01:15.9,01:12.7,01:13.3, ,01:12.7,86th,+0:14.20,,,,,,,,,,,,,,,,
0,89th,20,Max Taberham,FOD Night Riders,Manual | Male Senior,05:41.3,+1:08.84,02:17.4,02:05.2,02:03.8,02:05.9, , ,02:03.8,84th,+0:26.34,02:44.1,02:24.9,02:27.7, , ,02:24.9,97th,+0:30.66,01:15.1,01:12.5, , ,01:12.5,84th,+0:14.08,,,,,,,,,,,,,,,,
0,90th,153,Ffion Brutnell, ,Manual | Female Senior,05:42.3,+1:09.86,02:30.6,02:16.6,02:07.7,02:01.6,02:03.4,02:01.1,02:01.1,74th,+0:23.55,02:38.5,02:26.3, , , ,02:26.3,101st,+0:32.06,01:26.3,01:21.0,01:15.0, ,01:15.0,105th,+0:16.49,,,,,,,,,,,,,,,,
0,91st,327,David Gurnsey,Bird Cycleworks,Manual | Male Super Vet,05:43.3,+1:10.80,02:11.3,02:05.2, , , , ,02:05.2,90th,+0:27.64,02:54.8,02:21.9,02:21.8, , ,02:21.8,85th,+0:27.56,01:17.0,01:16.3, , ,01:16.3,117th,+0:17.84,,,,,,,,,,,,,,,,
0,92nd,292,Russell Case,Ec Cycles,Manual | Male Veteran,05:43.9,+1:11.44,02:16.6,02:08.2,02:08.4, , , ,02:08.2,105th,+0:30.70,02:47.5,02:29.7,02:21.9, , ,02:21.9,86th,+0:27.65,01:15.4,01:13.8, , ,01:13.8,96th,+0:15.33,,,,,,,,,,,,,,,,
0,93rd,284,Matthew Phillips, ,Manual | Male Master,05:44.0,+1:11.49,02:41.8,02:17.5,02:07.2,02:06.4, , ,02:06.4,94th,+0:28.89,02:39.0,02:25.5, , , ,02:25.5,98th,+0:31.20,01:14.6,01:12.1, , ,01:12.1,79th,+0:13.64,,,,,,,,,,,,,,,,
0,94th,105,Tom Stephens, ,Manual | Male Master,05:44.1,+1:11.60,02:14.2,02:05.1, , , , ,02:05.1,89th,+0:27.59,02:45.6,02:19.0,02:22.8,02:19.9, ,02:19.0,72nd=,+0:24.71,01:20.0,01:40.5, , ,01:20.0,137th,+0:21.54,,,,,,,,,,,,,,,,
0,95th,99,Guy Wing, ,Manual | Male Master,05:44.2,+1:11.74,02:29.1,02:11.1,02:05.8, , , ,02:05.8,92nd,+0:28.24,02:35.6,02:24.4, , , ,02:24.4,94th,+0:30.10,01:14.1,01:14.4, , ,01:14.1,98th,+0:15.64,,,,,,,,,,,,,,,,
0,96th,35,Adam Beynon, ,Manual | Male U16,05:47.0,+1:14.55,04:57.0,02:33.5,02:08.4, , , ,02:08.4,106th,+0:30.90,02:37.4,02:23.1,02:34.1, , ,02:23.1,90th,+0:28.81,01:15.5, , , ,01:15.5,111th,+0:17.08,,,,,,,,,,,,,,,,
0,97th,58,Nicholas Cole, ,Manual | Male Master,05:47.2,+1:14.73,02:19.9,02:10.9, , , , ,02:10.9,117th=,+0:33.39,02:24.0,02:21.7, , , ,02:21.7,84th,+0:27.44,01:19.9,01:14.6, , ,01:14.6,102nd,+0:16.14,,,,,,,,,,,,,,,,
0,98th,65,Paul Waldron,FOD Night Riders,Manual | Male Master,05:47.3,+1:14.85,02:15.7,02:07.5,02:07.1, , , ,02:07.1,98th,+0:29.59,02:29.0,02:29.5, , , ,02:29.0,111th,+0:34.71,01:16.0,01:11.2, , ,01:11.2,71st,+0:12.79,,,,,,,,,,,,,,,,
0,99th,67,Chris Schroder,Epic Rides Wales,Manual | Male Grand Vet,05:47.8,+1:15.30,02:29.0,02:12.4,02:06.7, , , ,02:06.7,96th,+0:29.18,03:05.0,02:30.5,02:27.4, , ,02:27.4,105th,+0:33.11,01:20.4,01:18.5,01:13.7, ,01:13.7,93rd=,+0:15.25,,,,,,,,,,,,,,,,
0,100th,191,Austin Hadley-Shepher, ,Manual | Male Fun,05:48.2,+1:15.70,02:17.2,02:08.6, , , , ,02:08.6,107th,+0:31.09,02:27.2,02:27.7,02:24.1, , ,02:24.1,93rd,+0:29.81,01:20.5,01:17.8,01:15.5, ,01:15.5,109th=,+0:17.04,,,,,,,,,,,,,,,,
0,101st,190,Shane Windridge, ,Manual | Male Hardtail,05:48.4,+1:15.92,02:19.4,02:06.7,02:06.4,02:05.1, , ,02:05.1,88th,+0:27.55,03:32.6,02:34.1,02:27.5, , ,02:27.5,107th,+0:33.21,01:20.6,01:17.4,01:15.9, ,01:15.9,113th,+0:17.40,,,,,,,,,,,,,,,,
0,102nd,218,Frewen MarkhamInstagramStrava, ,Manual | Male Fun,05:48.6,+1:16.10,02:29.6,02:09.9,02:07.3, , , ,02:07.3,101st=,+0:29.80,02:51.7,02:24.9, , , ,02:24.9,96th,+0:30.65,01:16.4, , , ,01:16.4,118th,+0:17.89,,,,,,,,,,,,,,,,
0,103rd,22,Harry PreeceInstagram, ,Manual | Male Fun,05:48.9,+1:16.42,02:29.4,02:20.3,02:12.1,02:07.0, , ,02:07.0,97th,+0:29.53,02:41.7,02:27.2, , , ,02:27.2,103rd,+0:32.90,01:16.9,01:14.7, , ,01:14.7,104th,+0:16.23,,,,,,,,,,,,,,,,
0,104th,320,Rachel Manning,Hot Pursuit Cycles/Grip and Pedal,Manual | Female Elite,05:50.7,+1:18.21,02:16.9,02:10.9, , , , ,02:10.9,117th=,+0:33.39,02:34.2,02:28.8,02:27.4, , ,02:27.4,106th,+0:33.16,01:14.9,01:12.4, , ,01:12.4,82nd,+0:13.90,,,,,,,,,,,,,,,,
0,105th,222,Jacob Garrod, ,Manual | Male Master,05:51.2,+1:18.71,02:20.5,02:07.3, , , , ,02:07.3,101st=,+0:29.80,02:37.7,02:28.4, , , ,02:28.4,109th,+0:34.11,01:15.5,01:15.9, , ,01:15.5,109th=,+0:17.04,,,,,,,,,,,,,,,,
0,106th,73,Ioan Evans,Far future,Manual | Male Fun,05:51.2,+1:18.75,02:10.7,02:04.2,02:03.6,02:08.5, , ,02:03.6,82nd,+0:26.05,02:52.3,02:35.3, , , ,02:35.3,125th,+0:41.00,01:16.9,01:12.4, , ,01:12.4,83rd,+0:13.94,,,,,,,,,,,,,,,,
0,107th,289,Mark Harris, ,Manual | Male Fun,05:51.7,+1:19.24,02:18.8,02:17.4,02:09.2, , , ,02:09.2,108th,+0:31.65,02:33.2,02:25.8,02:29.7, , ,02:25.8,99th,+0:31.50,01:18.9,01:16.8,01:16.9, ,01:16.8,122nd,+0:18.33,,,,,,,,,,,,,,,,
0,108th,47,David GoulsonFacebook, ,Manual | Male Grand Vet,05:52.9,+1:20.45,02:42.0,02:16.2,02:13.7,02:10.2, , ,02:10.2,114th,+0:32.69,03:36.4,02:27.2, , , ,02:27.2,104th,+0:33.00,01:17.5,01:15.5, , ,01:15.5,108th,+0:17.00,,,,,,,,,,,,,,,,
0,109th,215,Rhiannon GunnerInstagram,CalamaRhi,Manual | Female Senior,05:53.7,+1:21.19,02:13.8,02:13.4,02:07.6,02:11.3, , ,02:07.6,104th,+0:30.09,03:09.7,02:33.4,02:29.4, , ,02:29.4,112th,+0:35.14,01:16.7,01:17.3,01:17.5, ,01:16.7,120th,+0:18.20,,,,,,,,,,,,,,,,
0,110th,107,Ben BywaterStrava, ,Manual | Male Elite,05:54.0,+1:21.57,02:13.6,02:11.4, , , , ,02:11.4,121st,+0:33.85,02:37.3,02:26.9, , , ,02:26.9,102nd,+0:32.61,01:34.9,01:19.8,01:15.8, ,01:15.8,112th,+0:17.35,,,,,,,,,,,,,,,,
0,111th,316,Jake Bowen, ,Manual | Male Fun,05:54.1,+1:21.63,02:24.4,02:10.0, , , , ,02:10.0,113th,+0:32.49,02:52.8,02:28.2, , , ,02:28.2,108th,+0:33.95,01:21.4,01:15.9, , ,01:15.9,114th,+0:17.43,,,,,,,,,,,,,,,,
0,112th,249,Iain SmithInstagram,Trash Free Trails,Manual | Male Master,05:54.2,+1:21.70,02:45.1,02:11.3,02:10.3, , , ,02:10.3,115th,+0:32.74,02:56.5,02:26.3,02:31.1, , ,02:26.3,100th,+0:32.00,01:17.9,01:17.7, , ,01:17.7,126th,+0:19.20,,,,,,,,,,,,,,,,
0,113th,131,Oakley Harrison, ,Manual | Male Senior,05:54.2,+1:21.74,02:14.1,02:07.2, , , , ,02:07.2,100th,+0:29.65,02:40.6,02:29.9, , , ,02:29.9,114th,+0:35.60,01:20.1,01:17.2, , ,01:17.2,124th,+0:18.73,,,,,,,,,,,,,,,,
0,114th,197,Jamie Neal, ,Manual | Male Hardtail,05:55.3,+1:22.81,02:23.6,02:12.2,02:11.3, , , ,02:11.3,120th,+0:33.80,02:37.1,02:29.6,02:30.5, , ,02:29.6,113th,+0:35.35,01:19.8,01:18.2,01:14.4, ,01:14.4,101st,+0:15.90,,,,,,,,,,,,,,,,
0,115th,216,Callum BruceInstagramStravaLinked In,CalamaRhi,Manual | Male Elite,05:57.1,+1:24.63,02:18.2,02:09.6,02:11.3,02:09.2, , ,02:09.2,109th,+0:31.68,03:07.2,02:53.6,02:33.9, , ,02:33.9,121st,+0:39.69,01:18.7,01:15.9,01:14.0, ,01:14.0,97th,+0:15.50,,,,,,,,,,,,,,,,
0,116th,128,Jeff Wherlock,Miggly Moos,Manual | Male Grand Vet,05:57.5,+1:25.06,02:26.7,02:15.7,02:10.7, , , ,02:10.7,116th,+0:33.20,02:40.8,02:31.5, , , ,02:31.5,116th,+0:37.25,01:15.3,01:16.0, , ,01:15.3,107th,+0:16.85,,,,,,,,,,,,,,,,
0,117th,358,Laurie Ullathorne, ,Manual | Male U16,05:58.5,+1:26.04,02:10.4,02:07.2,02:11.1, , , ,02:07.2,99th,+0:29.64,02:37.2,02:38.1, , , ,02:37.2,130th,+0:42.90,01:17.0,01:14.2, , ,01:14.2,99th,+0:15.74,,,,,,,,,,,,,,,,
0,118th,27,Tom Jenkins, ,Manual | Male Master,06:01.3,+1:28.87,02:14.8, , , , , ,02:14.8,128th,+0:37.28,02:28.8, , , , ,02:28.8,110th,+0:34.59,01:17.7, , , ,01:17.7,127th,+0:19.24,,,,,,,,,,,,,,,,
0,119th,295,Dylan Bowen,Gateway Racing,Manual | Male U16,06:01.8,+1:29.34,02:15.4,02:12.1, , , , ,02:12.1,122nd,+0:34.59,03:01.7,02:35.1, , , ,02:35.1,124th,+0:40.84,01:18.7,01:14.6, , ,01:14.6,103rd,+0:16.15,,,,,,,,,,,,,,,,
0,120th,165,Tom Baker, ,Manual | Male Veteran,06:02.2,+1:29.73,02:09.9, , , , , ,02:09.9,112th,+0:32.35,02:40.5, , , , ,02:40.5,139th,+0:46.29,01:11.8, , , ,01:11.8,77th,+0:13.33,,,,,,,,,,,,,,,,
0,121st,242,Emily SmithInstagram, ,Manual | Female Elite,06:04.5,+1:32.05,02:31.6,02:19.3,02:15.7, , , ,02:15.7,130th,+0:38.20,02:50.4,02:33.5, , , ,02:33.5,119th,+0:39.25,01:21.6,01:15.3, , ,01:15.3,106th,+0:16.84,,,,,,,,,,,,,,,,
0,122nd,203,Luke Lloyd,Boys On The Case,Manual | Male Master,06:06.4,+1:33.95,02:47.6,02:09.8, , , , ,02:09.8,111th,+0:32.30,02:58.6,02:40.7, , , ,02:40.7,140th,+0:46.44,01:18.4,01:15.9, , ,01:15.9,115th,+0:17.45,,,,,,,,,,,,,,,,
0,123rd,11,Ben Bridgewater,FOD Night Riders,Manual | Male Master,06:06.7,+1:34.26,02:23.2,02:14.7,02:13.7, , , ,02:13.7,125th,+0:36.20,02:40.3,02:36.9, , , ,02:36.9,128th,+0:42.70,01:19.4,01:16.1, , ,01:16.1,116th,+0:17.60,,,,,,,,,,,,,,,,
0,124th,200,Oliver Timms, ,Manual | Male Master,06:07.8,+1:35.33,02:53.2,02:17.2, , , , ,02:17.2,135th,+0:39.68,02:41.6,02:33.9, , , ,02:33.9,120th,+0:39.60,01:18.4,01:16.8, , ,01:16.8,121st,+0:18.29,,,,,,,,,,,,,,,,
0,125th,121,Richard Paull,Captains of flo,Manual | Male Master,06:08.6,+1:36.16,02:12.2, , , , , ,02:12.2,123rd,+0:34.65,02:43.8,02:37.4, , , ,02:37.4,132nd,+0:43.11,01:19.1, , , ,01:19.1,133rd,+0:20.64,,,,,,,,,,,,,,,,
0,126th,1,Gary ThornerInstagram,Bike Supply Drop,Manual | Male Master,06:09.2,+1:36.70,02:30.4,02:20.0,02:16.1, , , ,02:16.1,133rd,+0:38.64,02:47.7,02:34.9, , , ,02:34.9,123rd,+0:40.65,01:18.1,01:19.1, , ,01:18.1,130th,+0:19.65,,,,,,,,,,,,,,,,
0,127th,31,Dave Pooley, ,Manual | Male Master,06:09.9,+1:37.41,02:30.4,02:20.9,02:16.1,02:09.3, , ,02:09.3,110th,+0:31.80,02:43.2, , , , ,02:43.2,145th,+0:48.96,01:17.7,01:17.3, , ,01:17.3,125th,+0:18.89,,,,,,,,,,,,,,,,
0,128th,328,Edan Gurnsey,Bare Hill Bikers,Manual | Male U14,06:10.9,+1:38.44,02:18.3,02:18.2, , , , ,02:18.2,137th,+0:40.64,02:38.3,02:32.9,02:34.8, , ,02:32.9,118th,+0:38.65,01:22.9,01:19.8, , ,01:19.8,136th,+0:21.39,,,,,,,,,,,,,,,,
0,129th,177,Jordan Summers,Cymru Caravans,Manual | Male Fun,06:12.4,+1:39.97,02:18.9,02:16.0, , , , ,02:16.0,132nd,+0:38.53,02:39.4, , , , ,02:39.4,136th,+0:45.20,01:24.6,01:16.9, , ,01:16.9,123rd,+0:18.48,,,,,,,,,,,,,,,,
0,130th,188,Oliver Patterson, ,Manual | Male Senior,06:12.9,+1:40.40,02:26.1,02:18.9, , , , ,02:18.9,141st,+0:41.43,04:17.8,02:32.6, , , ,02:32.6,117th,+0:38.36,01:23.8,01:21.3, , ,01:21.3,142nd,+0:22.85,,,,,,,,,,,,,,,,
0,131st,281,Andrew Smith, ,Manual | Male Hardtail,06:12.9,+1:40.45,02:31.1,02:15.3,02:12.5, , , ,02:12.5,124th,+0:34.99,02:44.0,02:36.6, , , ,02:36.6,126th,+0:42.35,01:23.8, , , ,01:23.8,154th,+0:25.35,,,,,,,,,,,,,,,,
0,132nd,13,James Hosegood, ,Manual | Male Master,06:14.0,+1:41.49,02:22.2,02:18.3,02:19.3, , , ,02:18.3,138th,+0:40.74,02:53.3,02:37.0,02:44.8, , ,02:37.0,129th,+0:42.75,01:20.1,01:18.7, , ,01:18.7,132nd,+0:20.24,,,,,,,,,,,,,,,,
0,133rd,112,Alex Williams, ,Manual | Male Master,06:14.0,+1:41.54,02:22.4,02:18.9, , , , ,02:18.9,140th,+0:41.34,03:02.7,02:30.9,02:40.5, , ,02:30.9,115th,+0:36.65,01:24.3,01:27.1, , ,01:24.3,156th,+0:25.79,,,,,,,,,,,,,,,,
0,134th,181,Scott King, ,Manual | Male Hardtail,06:14.2,+1:41.75,02:20.8,02:20.6, , , , ,02:20.6,147th,+0:43.04,02:52.5,02:37.2, , , ,02:37.2,131st,+0:42.91,01:18.8,01:24.4,01:16.5, ,01:16.5,119th,+0:18.04,,,,,,,,,,,,,,,,
0,135th,238,Simon Williams, ,Manual | Male Hardtail,06:14.5,+1:41.99,02:37.3,02:21.4,02:23.9,02:20.9, , ,02:20.9,148th,+0:43.34,02:53.9,02:34.0, , , ,02:34.0,122nd,+0:39.75,01:22.2,01:25.5,01:19.6, ,01:19.6,134th,+0:21.14,,,,,,,,,,,,,,,,
0,136th,223,Alex Hitchcock, ,Manual | Male Master,06:16.2,+1:43.74,02:24.5,02:11.7,02:11.3, , , ,02:11.3,119th,+0:33.75,02:42.2,02:43.7, , , ,02:42.2,143rd,+0:47.94,01:22.7, , , ,01:22.7,150th,+0:24.29,,,,,,,,,,,,,,,,
0,137th,217,Ross Basnett, ,Manual | Male Veteran,06:17.6,+1:45.09,02:42.9,02:20.7,02:18.8, , , ,02:18.8,139th,+0:41.33,02:36.9, , , , ,02:36.9,127th,+0:42.65,01:22.4,01:21.8, , ,01:21.8,144th,+0:23.35,,,,,,,,,,,,,,,,
0,138th,55,Simon Miller, ,Manual | Male Grand Vet,06:17.8,+1:45.38,02:33.0,02:19.5,02:13.8, , , ,02:13.8,126th,+0:36.33,02:57.0,02:40.3, , , ,02:40.3,138th,+0:46.00,01:23.7, , , ,01:23.7,152nd=,+0:25.29,,,,,,,,,,,,,,,,
0,139th,14,Robin FrancisFacebookStrava,Christ College Brecon,Manual | Male Elite,06:18.6,+1:46.16,02:29.7,02:19.0,02:20.2, , , ,02:19.0,142nd,+0:41.45,02:51.7,02:41.7, , , ,02:41.7,142nd,+0:47.41,01:27.7,01:18.0, , ,01:18.0,129th,+0:19.54,,,,,,,,,,,,,,,,
0,140th,275,Szabolcs Jako, ,Manual | Male Fun,06:19.2,+1:46.71,02:26.3,02:19.4, , , , ,02:19.4,144th,+0:41.90,02:47.1,02:38.6, , , ,02:38.6,134th,+0:44.30,01:23.1,01:21.2, , ,01:21.2,140th,+0:22.75,,,,,,,,,,,,,,,,
0,141st,75,Sam Pulsford, ,Manual | Male Senior,06:19.3,+1:46.80,02:31.5,02:20.3,02:22.3,02:15.1, , ,02:15.1,129th,+0:37.59,02:47.0,02:42.8,02:39.2, , ,02:39.2,135th,+0:44.95,01:25.7,01:25.0, , ,01:25.0,157th,+0:26.50,,,,,,,,,,,,,,,,
0,142nd,63,Joshua James,JJ,Manual | Male Fun,06:19.3,+1:46.85,02:42.2,02:19.5, , , , ,02:19.5,145th,+0:42.00,02:55.1,02:38.0, , , ,02:38.0,133rd,+0:43.75,01:25.4,01:21.8, , ,01:21.8,143rd,+0:23.34,,,,,,,,,,,,,,,,
0,143rd,230,Dan DarkInstagram,Risca Riders,Manual | Male Veteran,06:24.0,+1:51.56,02:28.1,02:22.6, , , , ,02:22.6,152nd,+0:45.05,02:59.4,02:43.7, , , ,02:43.7,147th,+0:49.50,01:25.1,01:22.2,01:17.7, ,01:17.7,128th,+0:19.25,,,,,,,,,,,,,,,,
0,144th,368,Ritchie HighlandInstagram,Bike Supply Drop,Manual | Male Master,06:25.5,+1:53.05,02:32.6,02:15.4,02:14.4, , , ,02:14.4,127th,+0:36.89,02:53.0,02:49.9, , , ,02:49.9,157th,+0:55.61,01:21.6,01:21.2, , ,01:21.2,141st,+0:22.79,,,,,,,,,,,,,,,,
0,145th,74,John NicholsonInstagramStrava, ,Manual | Male Fun,06:25.9,+1:53.44,02:32.8,02:21.0, , , , ,02:21.0,149th,+0:43.53,02:44.1,02:42.3, , , ,02:42.3,144th,+0:48.01,01:23.5,01:22.6, , ,01:22.6,148th,+0:24.14,,,,,,,,,,,,,,,,
0,146th,68,Leigh Woodwards, ,Manual | Male Veteran,06:26.8,+1:54.29,02:26.3,02:17.0, , , , ,02:17.0,134th,+0:39.49,02:45.7,02:51.0, , , ,02:45.7,151st,+0:51.46,01:28.1,01:24.0, , ,01:24.0,155th,+0:25.58,,,,,,,,,,,,,,,,
0,147th,297,Ed Whitehead, ,Manual | Male Master,06:27.0,+1:54.54,02:17.4,02:36.7,02:27.6, , , ,02:17.4,136th,+0:39.88,03:09.1,02:50.0,02:50.1, , ,02:50.0,158th,+0:55.71,01:19.7,01:25.1,01:23.4, ,01:19.7,135th,+0:21.19,,,,,,,,,,,,,,,,
0,148th,296,Olly Bowen,Gateway Racing,Manual | Male U16,06:27.4,+1:54.95,02:21.7,02:15.8, , , , ,02:15.8,131st,+0:38.30,02:53.0, , , , ,02:53.0,161st,+0:58.75,01:21.6,01:18.6, , ,01:18.6,131st,+0:20.14,,,,,,,,,,,,,,,,
0,149th,140,Eleri Pinner, ,Manual | Female Master,06:28.1,+1:55.64,02:34.3,02:32.4,02:23.9, , , ,02:23.9,155th,+0:46.40,02:51.2,02:46.4,02:40.8, , ,02:40.8,141st,+0:46.50,01:31.5,01:23.4, , ,01:23.4,151st,+0:24.98,,,,,,,,,,,,,,,,
0,150th,62,Katie Bow,Trailbirds,Manual | Female Master,06:28.9,+1:56.44,02:31.3,02:23.9, , , , ,02:23.9,156th,+0:46.43,02:51.3,02:44.4, , , ,02:44.4,149th,+0:50.15,01:25.4,01:20.6, , ,01:20.6,138th,+0:22.10,,,,,,,,,,,,,,,,
0,151st,192,Russell Evans, ,Manual | Male Grand Vet,06:29.7,+1:57.22,02:27.5,02:19.8, , , , ,02:19.8,146th,+0:42.30,03:04.3,02:47.9, , , ,02:47.9,154th,+0:53.66,01:23.9,01:22.0, , ,01:22.0,145th,+0:23.50,,,,,,,,,,,,,,,,
0,152nd,152,Aonghas McLaughlinInstagram, ,Manual | Male Hardtail,06:30.4,+1:57.94,02:39.2,02:24.6, , , , ,02:24.6,159th,+0:47.04,02:40.2,02:45.7, , , ,02:40.2,137th,+0:45.95,01:25.7, , , ,01:25.7,161st,+0:27.19,,,,,,,,,,,,,,,,
0,153rd,184,Jason Pinkney, ,Manual | Male Veteran,06:32.8,+2:00.31,03:15.5,02:36.0, , , , ,02:36.0,179th,+0:58.45,03:12.2,02:44.6, , , ,02:44.6,150th,+0:50.36,01:12.2, , , ,01:12.2,81st,+0:13.74,,,,,,,,,,,,,,,,
0,154th,76,Nathan Curnell, ,Manual | Male Veteran,06:34.5,+2:02.06,02:24.5, , , , , ,02:24.5,158th,+0:46.95,02:47.4, , , , ,02:47.4,152nd,+0:53.15,01:22.7, , , ,01:22.7,149th,+0:24.20,,,,,,,,,,,,,,,,
0,155th,43,Charlie Scott, ,Manual | Male U16,06:35.5,+2:02.99,02:33.3,02:25.7,02:23.0, , , ,02:23.0,154th,+0:45.44,03:55.2,02:43.9, , , ,02:43.9,148th,+0:49.65,01:28.6, , , ,01:28.6,170th,+0:30.14,,,,,,,,,,,,,,,,
0,156th,293,Adam Aspbury, ,Manual | Male Master,06:36.3,+2:03.89,02:35.9,02:30.5, , , , ,02:30.5,169th,+0:52.99,03:02.7,02:43.5, , , ,02:43.5,146th,+0:49.30,01:25.5,01:22.3, , ,01:22.3,146th,+0:23.84,,,,,,,,,,,,,,,,
0,157th,41,Andy Tommey,FOD Night Riders,Manual | Male Master,06:36.5,+2:03.99,03:04.1,02:29.4,02:21.8, , , ,02:21.8,150th,+0:44.25,03:01.1,02:53.1,02:47.9, , ,02:47.9,155th,+0:53.69,01:26.8,01:27.5, , ,01:26.8,162nd,+0:28.29,,,,,,,,,,,,,,,,
0,158th,359,Sarah MorganInstagram, ,Manual | Female Veteran,06:37.3,+2:04.79,02:52.2,02:28.4,02:25.9,02:26.7, , ,02:25.9,161st,+0:48.39,03:12.5,03:04.2,02:47.6, , ,02:47.6,153rd,+0:53.35,01:26.3,01:23.7, , ,01:23.7,152nd=,+0:25.29,,,,,,,,,,,,,,,,
0,159th,57,Sophie SkipperInstagram,Bike Supply Drop,Manual | Female Senior,06:40.3,+2:07.81,02:42.5,02:30.8, , , , ,02:30.8,170th,+0:53.24,03:06.1,02:48.6, , , ,02:48.6,156th,+0:54.36,01:24.7,01:20.9, , ,01:20.9,139th,+0:22.45,,,,,,,,,,,,,,,,
0,160th,208,Evie Lane,BAF,Manual | Female Senior,06:41.9,+2:09.47,02:46.2,02:27.5,02:26.5, , , ,02:26.5,163rd,+0:49.03,03:00.7,02:53.0, , , ,02:53.0,162nd,+0:58.79,01:23.4,01:22.3, , ,01:22.3,147th,+0:23.89,,,,,,,,,,,,,,,,
0,161st,325,Daniel Todd,RLC MTB Enduro Team,Manual | Male Master,06:43.8,+2:11.36,02:34.9,02:22.1, , , , ,02:22.1,151st,+0:44.55,02:57.7,02:56.7, , , ,02:56.7,165th,+1:02.50,01:28.9,01:25.0, , ,01:25.0,158th,+0:26.55,,,,,,,,,,,,,,,,
0,162nd,118,Trevor Harrison, ,Manual | Male Grand Vet,06:46.4,+2:13.97,02:23.8,02:19.1, , , , ,02:19.1,143rd,+0:41.63,03:14.8,02:59.1, , , ,02:59.1,166th,+1:04.89,01:32.5,01:28.1, , ,01:28.1,166th,+0:29.69,,,,,,,,,,,,,,,,
0,163rd,363,Melanie Nykamp, ,Manual | Female Veteran,06:50.7,+2:18.26,03:35.4,02:38.7,02:31.9, , , ,02:31.9,174th,+0:54.40,03:33.5,02:50.2,02:55.7, , ,02:50.2,160th,+0:56.00,01:36.8,01:31.3,01:28.6, ,01:28.6,169th,+0:30.10,,,,,,,,,,,,,,,,
0,164th,193,James BoothbyInstagram,Bike Supply Drop,Manual | Male Master,06:53.0,+2:20.55,03:02.9,02:33.8,02:31.4, , , ,02:31.4,172nd,+0:53.89,03:06.3,02:54.1, , , ,02:54.1,163rd,+0:59.86,01:29.5,01:27.5, , ,01:27.5,165th,+0:29.04,,,,,,,,,,,,,,,,
